Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
4093187,1,3,28023,Madurai,Unfurnished,4249473
4510565,2,3,28713,Madurai,Fully furnished,4903198
4003859,2,3,74535,Madurai,Semi-furnished,4438910
4743307,2,3,95391,Madurai,Unfurnished,4866774
4643660,3,3,42711,Madurai,Fully furnished,5008146
4208713,3,3,86723,Madurai,Semi-furnished,4594412
4280778,3,3,28337,Madurai,Unfurnished,4340733
4587039,4,3,50645,Madurai,Fully furnished,4953569
4595473,4,3,42567,Madurai,Semi-furnished,4762207
4835634,4,3,66671,Madurai,Unfurnished,4817758
4094816,5,3,78243,Madurai,Fully furnished,4609195
4959640,5,3,60378,Madurai,Semi-furnished,5047158
4594166,5,3,34614,Madurai,Unfurnished,4532717
4895655,6,3,40960,Madurai,Fully furnished,5102810
4568022,6,3,3325,Madurai,Semi-furnished,4591012
4361989,6,3,81134,Madurai,Unfurnished,4425606
4754959,7,3,21087,Madurai,Fully furnished,4917160
4813029,7,3,10488,Madurai,Semi-furnished,4757976
4990029,7,3,73463,Madurai,Unfurnished,4851041
4315458,8,3,87176,Madurai,Fully furnished,4691535
4037551,8,3,18424,Madurai,Semi-furnished,4149072
4972174,8,3,92412,Madurai,Unfurnished,4842159
4908969,9,3,95235,Madurai,Fully furnished,5121333
4125140,9,3,39377,Madurai,Semi-furnished,4222736
4106928,9,3,28133,Madurai,Unfurnished,4004158
4484680,10,3,68066,Madurai,Fully furnished,4698102
4364862,10,3,38193,Madurai,Semi-furnished,4361320
4477834,10,3,31518,Madurai,Unfurnished,4252493
4574868,11,3,10282,Madurai,Fully furnished,4596520
4200381,11,3,52586,Madurai,Semi-furnished,4224979
4093187,11,3,28023,Madurai,Unfurnished,3909473
4510565,12,3,28713,Madurai,Fully furnished,4543198
4003859,12,3,74535,Madurai,Semi-furnished,4078910
4743307,12,3,95391,Madurai,Unfurnished,4506774
4643660,13,3,42711,Madurai,Fully furnished,4628146
4208713,13,3,86723,Madurai,Semi-furnished,4214412
4280778,13,3,28337,Madurai,Unfurnished,3960733
4587039,14,3,50645,Madurai,Fully furnished,4553569
4595473,14,3,42567,Madurai,Semi-furnished,4362207
4835634,14,3,66671,Madurai,Unfurnished,4417758
4094816,15,3,78243,Madurai,Fully furnished,4189195
4959640,15,3,60378,Madurai,Semi-furnished,4627158
4594166,15,3,34614,Madurai,Unfurnished,4112717
5086678,0,3.5,24199,Madurai,Fully furnished,5561613
5038387,0,3.5,34045,Madurai,Semi-furnished,5366573
4844207,0,3.5,95250,Madurai,Unfurnished,5173647
4798924,1,3.5,67850,Madurai,Fully furnished,5415952
5489242,1,3.5,67081,Madurai,Semi-furnished,5758902
4991160,1,3.5,6132,Madurai,Unfurnished,5066272
5577171,2,3.5,5118,Madurai,Fully furnished,5844410
5419817,2,3.5,95610,Madurai,Semi-furnished,5743903
4904703,2,3.5,58467,Madurai,Unfurnished,5090702
5014578,3,3.5,51105,Madurai,Fully furnished,5491010
5199345,3,3.5,3828,Madurai,Semi-furnished,5347424
5448789,3,3.5,56532,Madurai,Unfurnished,5472950
5266084,4,3.5,21362,Madurai,Fully furnished,5587720
4651397,4,3.5,66728,Madurai,Semi-furnished,5040363
4850275,4,3.5,28414,Madurai,Unfurnished,4927220
4736030,5,3.5,35201,Madurai,Fully furnished,5184325
4971240,5,3.5,26800,Madurai,Semi-furnished,5164602
5188123,5,3.5,52369,Madurai,Unfurnished,5205685
5316153,6,3.5,9472,Madurai,Fully furnished,5535615
5395978,6,3.5,85546,Madurai,Semi-furnished,5583644
4759535,6,3.5,59788,Madurai,Unfurnished,4863280
5177996,7,3.5,52853,Madurai,Fully furnished,5491054
5554501,7,3.5,83901,Madurai,Semi-furnished,5665503
4944197,7,3.5,61000,Madurai,Unfurnished,4971290
5556722,8,3.5,59760,Madurai,Fully furnished,5757081
5318786,8,3.5,11653,Madurai,Semi-furnished,5290414
5158090,8,3.5,76076,Madurai,Unfurnished,5130016
4789840,9,3.5,93174,Madurai,Fully furnished,5208761
5096097,9,3.5,28789,Madurai,Semi-furnished,5119870
5392124,9,3.5,65879,Madurai,Unfurnished,5246448
5086678,10,3.5,24199,Madurai,Fully furnished,5241613
5038387,10,3.5,34045,Madurai,Semi-furnished,5046573
4844207,10,3.5,95250,Madurai,Unfurnished,4853647
4798924,11,3.5,67850,Madurai,Fully furnished,5075952
5489242,11,3.5,67081,Madurai,Semi-furnished,5418902
4991160,11,3.5,6132,Madurai,Unfurnished,4726272
5577171,12,3.5,5118,Madurai,Fully furnished,5484410
5419817,12,3.5,95610,Madurai,Semi-furnished,5383903
4904703,12,3.5,58467,Madurai,Unfurnished,4730702
5014578,13,3.5,51105,Madurai,Fully furnished,5111010
5199345,13,3.5,3828,Madurai,Semi-furnished,4967424
5448789,13,3.5,56532,Madurai,Unfurnished,5092950
5266084,14,3.5,21362,Madurai,Fully furnished,5187720
4651397,14,3.5,66728,Madurai,Semi-furnished,4640363
4850275,14,3.5,28414,Madurai,Unfurnished,4527220
4736030,15,3.5,35201,Madurai,Fully furnished,4764325
4971240,15,3.5,26800,Madurai,Semi-furnished,4744602
5188123,15,3.5,52369,Madurai,Unfurnished,4785685
5511952,0,4,4020,Madurai,Fully furnished,6037928
5930769,0,4,3006,Madurai,Semi-furnished,6173998
6065177,0,4,49988,Madurai,Unfurnished,6199508
5375559,1,4,78826,Madurai,Fully furnished,6075842
5824280,1,4,99560,Madurai,Semi-furnished,6282485
5961924,1,4,97645,Madurai,Unfurnished,6202881
5506291,2,4,42471,Madurai,Fully furnished,6070217
5645572,2,4,38688,Madurai,Semi-furnished,5987748
5526739,2,4,50934,Madurai,Unfurnished,5744376
5340961,3,4,29451,Madurai,Fully furnished,5888923
5365432,3,4,1108,Madurai,Semi-furnished,5665166
5934992,3,4,22601,Madurai,Unfurnished,5965316
5787211,4,4,62133,Madurai,Fully furnished,6270973
5664301,4,4,55403,Madurai,Semi-furnished,5982755
5809392,4,4,60272,Madurai,Unfurnished,5923736
5614790,5,4,71561,Madurai,Fully furnished,6129675
5642110,5,4,52702,Madurai,Semi-furnished,5928948
5581885,5,4,78363,Madurai,Unfurnished,5759631
5903104,6,4,46525,Madurai,Fully furnished,6260714
5597788,6,4,30076,Madurai,Semi-furnished,5812486
5570593,6,4,46561,Madurai,Unfurnished,5648085
5852393,7,4,71143,Madurai,Fully furnished,6241333
6037723,7,4,78936,Madurai,Semi-furnished,6219329
5663849,7,4,41298,Madurai,Unfurnished,5672381
6112517,8,4,26819,Madurai,Fully furnished,6304515
6181985,8,4,32433,Madurai,Semi-furnished,6189661
5863726,8,4,57591,Madurai,Unfurnished,5823132
5622101,9,4,11784,Madurai,Fully furnished,5859722
6125968,9,4,8212,Madurai,Semi-furnished,6054802
5583969,9,4,93149,Madurai,Unfurnished,5649744
5511952,10,4,4020,Madurai,Fully furnished,5717928
5930769,10,4,3006,Madurai,Semi-furnished,5853998
6065177,10,4,49988,Madurai,Unfurnished,5879508
5375559,11,4,78826,Madurai,Fully furnished,5735842
5824280,11,4,99560,Madurai,Semi-furnished,5942485
5961924,11,4,97645,Madurai,Unfurnished,5862881
5506291,12,4,42471,Madurai,Fully furnished,5710217
5645572,12,4,38688,Madurai,Semi-furnished,5627748
5526739,12,4,50934,Madurai,Unfurnished,5384376
5340961,13,4,29451,Madurai,Fully furnished,5508923
5365432,13,4,1108,Madurai,Semi-furnished,5285166
5934992,13,4,22601,Madurai,Unfurnished,5585316
5787211,14,4,62133,Madurai,Fully furnished,5870973
5664301,14,4,55403,Madurai,Semi-furnished,5582755
5809392,14,4,60272,Madurai,Unfurnished,5523736
5614790,15,4,71561,Madurai,Fully furnished,5709675
5642110,15,4,52702,Madurai,Semi-furnished,5508948
5581885,15,4,78363,Madurai,Unfurnished,5339631
6077966,0,4.5,47779,Madurai,Fully furnished,6776868
6527387,0,4.5,67946,Madurai,Semi-furnished,6982795
6649733,0,4.5,41723,Madurai,Unfurnished,6838088
5818568,1,4.5,9677,Madurai,Fully furnished,6472901
6574540,1,4.5,28078,Madurai,Semi-furnished,6907922
6765690,1,4.5,97715,Madurai,Unfurnished,7026397
6422896,2,4.5,16539,Madurai,Fully furnished,6922287
6093452,2,4.5,43743,Madurai,Semi-furnished,6551758
6169237,2,4.5,6687,Madurai,Unfurnished,6347832
6572906,3,4.5,38488,Madurai,Fully furnished,7057582
6050651,3,4.5,11955,Madurai,Semi-furnished,6422296
6646299,3,4.5,75007,Madurai,Unfurnished,6833703
5892978,4,4.5,77063,Madurai,Fully furnished,6596702
6658041,4,4.5,62204,Madurai,Semi-furnished,6965460
5947953,4,4.5,52757,Madurai,Unfurnished,6225010
6513147,5,4.5,47211,Madurai,Fully furnished,6971356
5960024,5,4.5,51821,Madurai,Semi-furnished,6381124
6362924,5,4.5,57022,Madurai,Unfurnished,6518771
6132941,6,4.5,9878,Madurai,Fully furnished,6567267
6210255,6,4.5,83005,Madurai,Semi-furnished,6606905
6414723,6,4.5,24206,Madurai,Unfurnished,6452943
5985628,7,4.5,93642,Madurai,Fully furnished,6604590
5837020,7,4.5,21972,Madurai,Semi-furnished,6153974
6153350,7,4.5,24259,Madurai,Unfurnished,6219416
6306524,8,4.5,64044,Madurai,Fully furnished,6746355
6226644,8,4.5,62844,Madurai,Semi-furnished,6503006
6461106,8,4.5,46422,Madurai,Unfurnished,6465069
6305743,9,4.5,35097,Madurai,Fully furnished,6643078
5841352,9,4.5,77682,Madurai,Semi-furnished,6203828
6674188,9,4.5,8167,Madurai,Unfurnished,6503850
6077966,10,4.5,47779,Madurai,Fully furnished,6456868
6527387,10,4.5,67946,Madurai,Semi-furnished,6662795
6649733,10,4.5,41723,Madurai,Unfurnished,6518088
5818568,11,4.5,9677,Madurai,Fully furnished,6132901
6574540,11,4.5,28078,Madurai,Semi-furnished,6567922
6765690,11,4.5,97715,Madurai,Unfurnished,6686397
6422896,12,4.5,16539,Madurai,Fully furnished,6562287
6093452,12,4.5,43743,Madurai,Semi-furnished,6191758
6169237,12,4.5,6687,Madurai,Unfurnished,5987832
6572906,13,4.5,38488,Madurai,Fully furnished,6677582
6050651,13,4.5,11955,Madurai,Semi-furnished,6042296
6646299,13,4.5,75007,Madurai,Unfurnished,6453703
5892978,14,4.5,77063,Madurai,Fully furnished,6196702
6658041,14,4.5,62204,Madurai,Semi-furnished,6565460
5947953,14,4.5,52757,Madurai,Unfurnished,5825010
6513147,15,4.5,47211,Madurai,Fully furnished,6551356
5960024,15,4.5,51821,Madurai,Semi-furnished,5961124
6362924,15,4.5,57022,Madurai,Unfurnished,6098771
7557668,0,5,32618,Madurai,Fully furnished,8095587
6959561,0,5,73844,Madurai,Semi-furnished,7551723
6948374,0,5,35971,Madurai,Unfurnished,7279900
7546991,1,5,34185,Madurai,Fully furnished,8067920
7234871,1,5,95736,Madurai,Semi-furnished,7786121
7620403,1,5,88992,Madurai,Unfurnished,7884289
7575550,2,5,4028,Madurai,Fully furnished,7998280
7177925,2,5,81971,Madurai,Semi-furnished,7687559
7882629,2,5,9099,Madurai,Unfurnished,7882816
7322625,3,5,8905,Madurai,Fully furnished,7789786
7369600,3,5,8285,Madurai,Semi-furnished,7644123
7165568,3,5,5324,Madurai,Unfurnished,7302544
7411343,4,5,54907,Madurai,Fully furnished,7929416
7443367,4,5,69942,Madurai,Semi-furnished,7806831
7007102,4,5,48252,Madurai,Unfurnished,7247552
7858794,5,5,32689,Madurai,Fully furnished,8189599
7704754,5,5,89536,Madurai,Semi-furnished,8017592
7075492,5,5,97075,Madurai,Unfurnished,7375939
7793497,6,5,226,Madurai,Fully furnished,8035555
7739650,6,5,43601,Madurai,Semi-furnished,7910056
7521633,6,5,55179,Madurai,Unfurnished,7589835
7449739,7,5,63165,Madurai,Fully furnished,7877765
7618997,7,5,38912,Madurai,Semi-furnished,7773044
7179293,7,5,17583,Madurai,Unfurnished,7211945
7083636,8,5,48677,Madurai,Fully furnished,7530653
7359681,8,5,98543,Madurai,Semi-furnished,7670152
7600354,8,5,89370,Madurai,Unfurnished,7652883
7083255,9,5,44350,Madurai,Fully furnished,7481844
6959775,9,5,36702,Madurai,Semi-furnished,7191173
7355312,9,5,19269,Madurai,Unfurnished,7273429
7557668,10,5,32618,Madurai,Fully furnished,7775587
6959561,10,5,73844,Madurai,Semi-furnished,7231723
6948374,10,5,35971,Madurai,Unfurnished,6959900
7546991,11,5,34185,Madurai,Fully furnished,7727920
7234871,11,5,95736,Madurai,Semi-furnished,7446121
7620403,11,5,88992,Madurai,Unfurnished,7544289
7575550,12,5,4028,Madurai,Fully furnished,7638280
7177925,12,5,81971,Madurai,Semi-furnished,7327559
7882629,12,5,9099,Madurai,Unfurnished,7522816
7322625,13,5,8905,Madurai,Fully furnished,7409786
7369600,13,5,8285,Madurai,Semi-furnished,7264123
7165568,13,5,5324,Madurai,Unfurnished,6922544
7411343,14,5,54907,Madurai,Fully furnished,7529416
7443367,14,5,69942,Madurai,Semi-furnished,7406831
7007102,14,5,48252,Madurai,Unfurnished,6847552
7858794,15,5,32689,Madurai,Fully furnished,7769599
7704754,15,5,89536,Madurai,Semi-furnished,7597592
7075492,15,5,97075,Madurai,Unfurnished,6955939
1579270,0,1,89008,Surat,Fully furnished,2856063
1972657,0,1,30899,Surat,Semi-furnished,2847197
1531122,0,1,60145,Surat,Unfurnished,2395972
2161290,1,1,45638,Surat,Fully furnished,3179984
1934765,1,1,6185,Surat,Semi-furnished,2741028
2390889,1,1,33681,Surat,Unfurnished,2968174
1855622,2,1,99831,Surat,Fully furnished,3041901
1601793,2,1,41255,Surat,Semi-furnished,2540124
2213910,2,1,72081,Surat,Unfurnished,2893150
2393025,3,1,78825,Surat,Fully furnished,3377114
1645360,3,1,70357,Surat,Semi-furnished,2610259
1528813,3,1,12001,Surat,Unfurnished,2213300
1836578,4,1,45709,Surat,Fully furnished,2852359
1919525,4,1,25904,Surat,Semi-furnished,2691828
1666204,4,1,50274,Surat,Unfurnished,2372918
2459946,5,1,14641,Surat,Fully furnished,3226769
2354195,5,1,16780,Surat,Semi-furnished,2971104
2424538,5,1,6905,Surat,Unfurnished,2822840
2382240,6,1,5465,Surat,Fully furnished,3114525
2158670,6,1,22858,Surat,Semi-furnished,2802877
1600281,6,1,39020,Surat,Unfurnished,2234058
2275954,7,1,786,Surat,Fully furnished,2988454
2376840,7,1,88265,Surat,Semi-furnished,3077581
2234437,7,1,17510,Surat,Unfurnished,2633694
2166745,8,1,2994,Surat,Fully furnished,2873313
1820195,8,1,98848,Surat,Semi-furnished,2640814
2376619,8,1,28253,Surat,Unfurnished,2728387
2155271,9,1,90526,Surat,Fully furnished,3018163
2244596,9,1,53718,Surat,Semi-furnished,2825073
2098718,9,1,94995,Surat,Unfurnished,2625015
1579270,10,1,89008,Surat,Fully furnished,2536063
1972657,10,1,30899,Surat,Semi-furnished,2527197
1531122,10,1,60145,Surat,Unfurnished,2075972
2161290,11,1,45638,Surat,Fully furnished,2839984
1934765,11,1,6185,Surat,Semi-furnished,2401028
2390889,11,1,33681,Surat,Unfurnished,2628174
1855622,12,1,99831,Surat,Fully furnished,2681901
1601793,12,1,41255,Surat,Semi-furnished,2180124
2213910,12,1,72081,Surat,Unfurnished,2533150
2393025,13,1,78825,Surat,Fully furnished,2997114
1645360,13,1,70357,Surat,Semi-furnished,2230259
1528813,13,1,12001,Surat,Unfurnished,1833300
1836578,14,1,45709,Surat,Fully furnished,2452359
1919525,14,1,25904,Surat,Semi-furnished,2291828
1666204,14,1,50274,Surat,Unfurnished,1972918
2459946,15,1,14641,Surat,Fully furnished,2806769
2354195,15,1,16780,Surat,Semi-furnished,2551104
2424538,15,1,6905,Surat,Unfurnished,2402840
2720125,0,1.5,68293,Surat,Fully furnished,3800040
3055805,0,1.5,90538,Surat,Semi-furnished,3924095
3144215,0,1.5,92665,Surat,Unfurnished,3815966
2951542,1,1.5,59499,Surat,Fully furnished,3933570
2660542,1,1.5,75619,Surat,Semi-furnished,3567874
3174449,1,1.5,23510,Surat,Unfurnished,3663803
2738455,2,1.5,72325,Surat,Fully furnished,3774841
3150034,2,1.5,74240,Surat,Semi-furnished,3911854
2297298,2,1.5,89684,Surat,Unfurnished,3117751
2968235,3,1.5,20187,Surat,Fully furnished,3807770
2875903,3,1.5,30956,Surat,Semi-furnished,3581289
2636566,3,1.5,84878,Surat,Unfurnished,3338022
2821761,4,1.5,70152,Surat,Fully furnished,3777373
2345585,4,1.5,73646,Surat,Semi-furnished,3243166
2969963,4,1.5,32665,Surat,Unfurnished,3447535
2285784,5,1.5,22372,Surat,Fully furnished,3233914
2416233,5,1.5,3736,Surat,Semi-furnished,3112056
2294635,5,1.5,299,Surat,Unfurnished,2832080
2312656,6,1.5,37371,Surat,Fully furnished,3254335
2360830,6,1.5,12607,Surat,Semi-furnished,3056466
2329655,6,1.5,84811,Surat,Unfurnished,3011622
2872140,7,1.5,5736,Surat,Fully furnished,3574946
3101359,7,1.5,59365,Surat,Semi-furnished,3687136
2632483,7,1.5,58614,Surat,Unfurnished,3149138
2821415,8,1.5,94824,Surat,Fully furnished,3695388
2632277,8,1.5,98988,Surat,Semi-furnished,3380804
2492335,8,1.5,60724,Surat,Unfurnished,3010267
2498963,9,1.5,2426,Surat,Fully furnished,3208049
2394166,9,1.5,88122,Surat,Semi-furnished,3136935
2523668,9,1.5,33114,Surat,Unfurnished,2934338
2720125,10,1.5,68293,Surat,Fully furnished,3480040
3055805,10,1.5,90538,Surat,Semi-furnished,3604095
3144215,10,1.5,92665,Surat,Unfurnished,3495966
2951542,11,1.5,59499,Surat,Fully furnished,3593570
2660542,11,1.5,75619,Surat,Semi-furnished,3227874
3174449,11,1.5,23510,Surat,Unfurnished,3323803
2738455,12,1.5,72325,Surat,Fully furnished,3414841
3150034,12,1.5,74240,Surat,Semi-furnished,3551854
2297298,12,1.5,89684,Surat,Unfurnished,2757751
2968235,13,1.5,20187,Surat,Fully furnished,3427770
2875903,13,1.5,30956,Surat,Semi-furnished,3201289
2636566,13,1.5,84878,Surat,Unfurnished,2958022
2821761,14,1.5,70152,Surat,Fully furnished,3377373
2345585,14,1.5,73646,Surat,Semi-furnished,2843166
2969963,14,1.5,32665,Surat,Unfurnished,3047535
2285784,15,1.5,22372,Surat,Fully furnished,2813914
2416233,15,1.5,3736,Surat,Semi-furnished,2692056
2294635,15,1.5,299,Surat,Unfurnished,2412080
3518502,0,2,72498,Surat,Fully furnished,4553557
3239068,0,2,3232,Surat,Semi-furnished,4008802
3457147,0,2,90200,Surat,Unfurnished,4185872
2859423,1,2,33429,Surat,Fully furnished,3943705
3511524,1,2,33583,Surat,Semi-furnished,4259641
3262294,1,2,63448,Surat,Unfurnished,3955929
3463398,2,2,50636,Surat,Fully furnished,4415582
3024809,2,2,24771,Surat,Semi-furnished,3845351
3730691,2,2,99272,Surat,Unfurnished,4365724
3089805,3,2,35792,Surat,Fully furnished,4071994
3559481,3,2,95359,Surat,Semi-furnished,4379995
3095962,3,2,11317,Surat,Unfurnished,3662829
3016800,4,2,34935,Surat,Fully furnished,3985625
3565129,4,2,88793,Surat,Semi-furnished,4340843
3628497,4,2,58416,Surat,Unfurnished,4142173
2836658,5,2,9010,Surat,Fully furnished,3760682
3148636,5,2,26674,Surat,Semi-furnished,3856646
3590491,5,2,98941,Surat,Unfurnished,4171443
3415647,6,2,10919,Surat,Fully furnished,4171914
2800568,6,2,20149,Surat,Semi-furnished,3544759
3640927,6,2,23339,Surat,Unfurnished,4010450
3230467,7,2,46437,Surat,Fully furnished,4074316
3761556,7,2,5348,Surat,Semi-furnished,4207548
3390025,7,2,72040,Surat,Unfurnished,3891907
3274154,8,2,99975,Surat,Fully furnished,4188302
3586207,8,2,89095,Surat,Semi-furnished,4221526
3046507,8,2,7060,Surat,Unfurnished,3450877
3333226,9,2,77748,Surat,Fully furnished,4145297
3162964,9,2,85377,Surat,Semi-furnished,3852682
3325023,9,2,77227,Surat,Unfurnished,3777917
3518502,10,2,72498,Surat,Fully furnished,4233557
3239068,10,2,3232,Surat,Semi-furnished,3688802
3457147,10,2,90200,Surat,Unfurnished,3865872
2859423,11,2,33429,Surat,Fully furnished,3603705
3511524,11,2,33583,Surat,Semi-furnished,3919641
3262294,11,2,63448,Surat,Unfurnished,3615929
3463398,12,2,50636,Surat,Fully furnished,4055582
3024809,12,2,24771,Surat,Semi-furnished,3485351
3730691,12,2,99272,Surat,Unfurnished,4005724
3089805,13,2,35792,Surat,Fully furnished,3691994
3559481,13,2,95359,Surat,Semi-furnished,3999995
3095962,13,2,11317,Surat,Unfurnished,3282829
3016800,14,2,34935,Surat,Fully furnished,3585625
3565129,14,2,88793,Surat,Semi-furnished,3940843
3628497,14,2,58416,Surat,Unfurnished,3742173
2836658,15,2,9010,Surat,Fully furnished,3340682
3148636,15,2,26674,Surat,Semi-furnished,3436646
3590491,15,2,98941,Surat,Unfurnished,3751443
3565882,0,2.5,90704,Surat,Fully furnished,4782119
4119984,0,2.5,88438,Surat,Semi-furnished,5018251
4161674,0,2.5,42659,Surat,Unfurnished,4769222
3764264,1,2.5,54432,Surat,Fully furnished,4830091
4269629,1,2.5,66481,Surat,Semi-furnished,5060676
3643343,1,2.5,86239,Surat,Unfurnished,4448166
3636124,2,2.5,645,Surat,Fully furnished,4589373
4300569,2,2.5,29615,Surat,Semi-furnished,4978085
3497365,2,2.5,71008,Surat,Unfurnished,4278715
3796102,3,2.5,43862,Surat,Fully furnished,4779034
3555840,3,2.5,54766,Surat,Semi-furnished,4440424
3995314,3,2.5,4163,Surat,Unfurnished,4483097
4295964,4,2.5,50259,Surat,Fully furnished,5144002
3452031,4,2.5,7518,Surat,Semi-furnished,4228583
4330188,4,2.5,32559,Surat,Unfurnished,4771073
4336166,5,2.5,91270,Surat,Fully furnished,5233780
3457624,5,2.5,32228,Surat,Semi-furnished,4256196
4236559,5,2.5,52145,Surat,Unfurnished,4712004
3548380,6,2.5,25160,Surat,Fully furnished,4456621
4349006,6,2.5,40415,Surat,Semi-furnished,4918658
4049988,6,2.5,45534,Surat,Unfurnished,4522666
4329395,7,2.5,7717,Surat,Fully furnished,4976818
4297155,7,2.5,56968,Surat,Semi-furnished,4880667
4147540,7,2.5,88841,Surat,Unfurnished,4657081
3883588,8,2.5,12417,Surat,Fully furnished,4611344
