Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
1516542,2,1.0,63378,Vijayawada,Semi-furnished,1773502
2425360,2,1.0,10874,Vijayawada,Unfurnished,2035532
2121373,3,1.0,97864,Vijayawada,Fully furnished,2604282
1994244,3,1.0,55505,Vijayawada,Semi-furnished,2098425
1792469,3,1.0,16359,Vijayawada,Unfurnished,1552129
2192300,4,1.0,33726,Vijayawada,Fully furnished,2266196
1961403,4,1.0,1514,Vijayawada,Semi-furnished,1738206
1546743,4,1.0,44591,Vijayawada,Unfurnished,1514940
1871670,5,1.0,22655,Vijayawada,Fully furnished,1933266
2072648,5,1.0,2261,Vijayawada,Semi-furnished,1821684
2479391,5,1.0,7545,Vijayawada,Unfurnished,2028783
1925302,6,1.0,92806,Vijayawada,Fully furnished,2387078
1972298,6,1.0,16069,Vijayawada,Semi-furnished,1814252
2294009,6,1.0,65568,Vijayawada,Unfurnished,2218615
2210526,7,1.0,56210,Vijayawada,Fully furnished,2385681
1870793,7,1.0,8922,Vijayawada,Semi-furnished,1680166
1906953,7,1.0,10636,Vijayawada,Unfurnished,1569378
1688632,8,1.0,22931,Vijayawada,Fully furnished,1758492
2017594,8,1.0,37736,Vijayawada,Semi-furnished,1960491
2357235,8,1.0,65866,Vijayawada,Unfurnished,2250984
1909007,9,1.0,3709,Vijayawada,Fully furnished,1809460
2424571,9,1.0,99636,Vijayawada,Semi-furnished,2647473
1542143,9,1.0,48608,Vijayawada,Unfurnished,1485362
2203211,0,1.5,268,Vijayawada,Fully furnished,2139177
2785922,0,1.5,60150,Vijayawada,Semi-furnished,2814638
2422186,0,1.5,94032,Vijayawada,Unfurnished,2576941
2479749,1,1.5,76488,Vijayawada,Fully furnished,2807727
2790661,1,1.5,9270,Vijayawada,Semi-furnished,2503149
3018916,1,1.5,2296,Vijayawada,Unfurnished,2493909
2881848,2,1.5,58144,Vijayawada,Fully furnished,3009342
2657853,2,1.5,56026,Vijayawada,Semi-furnished,2667438
2422336,2,1.5,88389,Vijayawada,Unfurnished,2523203
2858638,3,1.5,55992,Vijayawada,Fully furnished,2967862
3183319,3,1.5,5294,Vijayawada,Semi-furnished,2773419
3013220,3,1.5,37418,Vijayawada,Unfurnished,2680084
2413026,4,1.5,89074,Vijayawada,Fully furnished,2799865
3187488,4,1.5,56677,Vijayawada,Semi-furnished,3075052
2957325,4,1.5,1106,Vijayawada,Unfurnished,2407496
2294624,5,1.5,7265,Vijayawada,Fully furnished,2204289
2378633,5,1.5,67074,Vijayawada,Semi-furnished,2480350
2758440,5,1.5,32274,Vijayawada,Unfurnished,2425396
2274610,6,1.5,2617,Vijayawada,Fully furnished,2150390
2948634,6,1.5,92784,Vijayawada,Semi-furnished,3080611
2219871,6,1.5,22869,Vijayawada,Unfurnished,1928111
2410409,7,1.5,18323,Vijayawada,Fully furnished,2343265
2797042,7,1.5,17415,Vijayawada,Semi-furnished,2497124
2992276,7,1.5,61999,Vijayawada,Unfurnished,2770815
2416503,8,1.5,59642,Vijayawada,Fully furnished,2586054
3013038,8,1.5,94687,Vijayawada,Semi-furnished,3123552
3043048,8,1.5,59364,Vijayawada,Unfurnished,2785622
2711221,9,1.5,68788,Vijayawada,Fully furnished,2866705
2353277,9,1.5,15406,Vijayawada,Semi-furnished,2110058
2239398,9,1.5,84256,Vijayawada,Unfurnished,2282054
3030933,0,2.0,80137,Vijayawada,Fully furnished,3305568
2877059,0,2.0,81324,Vijayawada,Semi-furnished,3039591
3663160,0,2.0,38913,Vijayawada,Unfurnished,3264006
3655113,1,2.0,56354,Vijayawada,Fully furnished,3652214
3480467,1,2.0,84137,Vijayawada,Semi-furnished,3529196
2966226,1,2.0,90119,Vijayawada,Unfurnished,3003695
3076385,2,2.0,13748,Vijayawada,Fully furnished,2923596
3658046,2,2.0,66878,Vijayawada,Semi-furnished,3557705
3325955,2,2.0,90749,Vijayawada,Unfurnished,3285258
3509072,3,2.0,38409,Vijayawada,Fully furnished,3407712
3232175,3,2.0,29929,Vijayawada,Semi-furnished,2985314
3094814,3,2.0,15455,Vijayawada,Unfurnished,2638581
3705998,4,2.0,31067,Vijayawada,Fully furnished,3511200
3654035,4,2.0,81246,Vijayawada,Semi-furnished,3620704
3665726,4,2.0,58373,Vijayawada,Unfurnished,3342819
3468641,5,2.0,60132,Vijayawada,Fully furnished,3485705
3542698,5,2.0,9180,Vijayawada,Semi-furnished,3089238
3133635,5,2.0,46851,Vijayawada,Unfurnished,2838014
3189615,6,2.0,49344,Vijayawada,Fully furnished,3187756
3534198,6,2.0,19947,Vijayawada,Semi-furnished,3137040
3558538,6,2.0,77964,Vijayawada,Unfurnished,3354614
3514807,7,2.0,15415,Vijayawada,Fully furnished,3234336
3794570,7,2.0,81354,Vijayawada,Semi-furnished,3703780
3553378,7,2.0,52537,Vijayawada,Unfurnished,3187924
2933185,8,2.0,84779,Vijayawada,Fully furnished,3175222
3207641,8,2.0,36658,Vijayawada,Semi-furnished,2956061
2963818,8,2.0,13204,Vijayawada,Unfurnished,2470278
3567474,9,2.0,80621,Vijayawada,Fully furnished,3647705
3668790,9,2.0,33103,Vijayawada,Semi-furnished,3293650
3151201,9,2.0,35568,Vijayawada,Unfurnished,2744369
3943888,0,2.5,82931,Vijayawada,Fully furnished,4077696
3977086,0,2.5,95430,Vijayawada,Semi-furnished,4029249
3675280,0,2.5,51485,Vijayawada,Unfurnished,3374134
3749699,1,2.5,80513,Vijayawada,Fully furnished,3897837
3565818,1,2.5,45158,Vijayawada,Semi-furnished,3388602
3903876,1,2.5,27697,Vijayawada,Unfurnished,3404283
4139655,2,2.5,80015,Vijayawada,Fully furnished,4196814
4192747,2,2.5,98204,Vijayawada,Semi-furnished,4198422
3861481,2,2.5,90308,Vijayawada,Unfurnished,3736033
3934604,3,2.5,89089,Vijayawada,Fully furnished,4077217
3941227,3,2.5,45787,Vijayawada,Semi-furnished,3672704
3447909,3,2.5,43751,Vijayawada,Unfurnished,3115833
3761145,4,2.5,40521,Vijayawada,Fully furnished,3637042
4293224,4,2.5,51818,Vijayawada,Semi-furnished,3980487
4346129,4,2.5,56690,Vijayawada,Unfurnished,3902043
3805094,5,2.5,21160,Vijayawada,Fully furnished,3546035
4325411,5,2.5,92464,Vijayawada,Semi-furnished,4240113
4175040,5,2.5,43551,Vijayawada,Unfurnished,3676338
3585147,6,2.5,43248,Vijayawada,Fully furnished,3492606
3524007,6,2.5,98638,Vijayawada,Semi-furnished,3626034
4003294,6,2.5,27736,Vijayawada,Unfurnished,3434051
3582753,7,2.5,97266,Vijayawada,Fully furnished,3804798
3503009,7,2.5,78758,Vijayawada,Semi-furnished,3479955
3558367,7,2.5,21936,Vijayawada,Unfurnished,3033310
3616076,8,2.5,104,Vijayawada,Fully furnished,3238485
3549788,8,2.5,77457,Vijayawada,Semi-furnished,3499572
3578863,8,2.5,27932,Vijayawada,Unfurnished,3075682
3716513,9,2.5,66010,Vijayawada,Fully furnished,3704270
3712280,9,2.5,77624,Vijayawada,Semi-furnished,3620568
4039264,9,2.5,29790,Vijayawada,Unfurnished,3445151
4147326,0,3.0,22454,Vijayawada,Fully furnished,3902585
4659223,0,3.0,20026,Vijayawada,Semi-furnished,4147534
4454785,0,3.0,85186,Vijayawada,Unfurnished,4224944
4173948,1,3.0,28795,Vijayawada,Fully furnished,3951928
4806908,1,3.0,32948,Vijayawada,Semi-furnished,4333214
4667093,1,3.0,34027,Vijayawada,Unfurnished,4077836
4914522,2,3.0,55173,Vijayawada,Fully furnished,4692656
4243116,2,3.0,13577,Vijayawada,Semi-furnished,3755955
4351252,2,3.0,60434,Vijayawada,Unfurnished,3973606
4537499,3,3.0,69224,Vijayawada,Fully furnished,4465343
4390743,3,3.0,31069,Vijayawada,Semi-furnished,3969008
4657478,3,3.0,22634,Vijayawada,Unfurnished,3981786
4675510,4,3.0,52750,Vijayawada,Fully furnished,4466908
4046212,4,3.0,75018,Vijayawada,Semi-furnished,3947078
4054162,4,3.0,55562,Vijayawada,Unfurnished,3686702
4347689,5,3.0,22919,Vijayawada,Fully furnished,4015665
4068680,5,3.0,25343,Vijayawada,Semi-furnished,3657002
4358109,5,3.0,33001,Vijayawada,Unfurnished,3784493
4190945,6,3.0,81503,Vijayawada,Fully furnished,4231774
4925108,6,3.0,32183,Vijayawada,Semi-furnished,4373184
4339546,6,3.0,45407,Vijayawada,Unfurnished,3834079
4281497,7,3.0,68059,Vijayawada,Fully furnished,4213552
4870268,7,3.0,25686,Vijayawada,Semi-furnished,4280330
4359301,7,3.0,2011,Vijayawada,Unfurnished,3579507
4535569,8,3.0,65421,Vijayawada,Fully furnished,4390981
4778176,8,3.0,62852,Vijayawada,Semi-furnished,4419653
4979860,8,3.0,27570,Vijayawada,Unfurnished,4219308
4676433,9,3.0,86736,Vijayawada,Fully furnished,4621562
4139170,9,3.0,89059,Vijayawada,Semi-furnished,4055690
4935927,9,3.0,20388,Vijayawada,Unfurnished,4131070
5094586,0,3.5,43832,Vijayawada,Fully furnished,4813661
4706708,0,3.5,13443,Vijayawada,Semi-furnished,4171024
4929525,0,3.5,14899,Vijayawada,Unfurnished,4208014
4756711,1,3.5,64473,Vijayawada,Fully furnished,4657207
5504835,1,3.5,97644,Vijayawada,Semi-furnished,5304732
4763145,1,3.5,96789,Vijayawada,Unfurnished,4556250
5079634,2,3.5,96364,Vijayawada,Fully furnished,5096891
5278056,2,3.5,43356,Vijayawada,Semi-furnished,4787581
5315976,2,3.5,80971,Vijayawada,Unfurnished,4893607
5010069,3,3.5,91732,Vijayawada,Fully furnished,5003447
5086482,3,3.5,36311,Vijayawada,Semi-furnished,4582052
4636855,3,3.5,38893,Vijayawada,Unfurnished,4087842
5278705,4,3.5,2921,Vijayawada,Fully furnished,4675490
5119587,4,3.5,18446,Vijayawada,Semi-furnished,4491346
4882764,4,3.5,20191,Vijayawada,Unfurnished,4162357
5091823,5,3.5,36219,Vijayawada,Fully furnished,4715772
4667120,5,3.5,38335,Vijayawada,Semi-furnished,4238706
5200070,5,3.5,58028,Vijayawada,Unfurnished,4633224
5565778,6,3.5,36867,Vijayawada,Fully furnished,5088824
4761342,6,3.5,56891,Vijayawada,Semi-furnished,4415420
4815761,6,3.5,69849,Vijayawada,Unfurnished,4386703
5241324,7,3.5,16443,Vijayawada,Fully furnished,4696717
5379677,7,3.5,56000,Vijayawada,Semi-furnished,4894742
5162727,7,3.5,43564,Vijayawada,Unfurnished,4496566
5595327,8,3.5,19670,Vijayawada,Fully furnished,4989282
5297564,8,3.5,60158,Vijayawada,Semi-furnished,4843999
5339072,8,3.5,43050,Vijayawada,Unfurnished,4624558
5031378,9,3.5,40744,Vijayawada,Fully furnished,4654566
4918944,9,3.5,57589,Vijayawada,Semi-furnished,4515689
5107907,9,3.5,99958,Vijayawada,Unfurnished,4771074
6041426,0,4.0,53474,Vijayawada,Fully furnished,5653985
5284573,0,4.0,96079,Vijayawada,Semi-furnished,5154132
5896999,0,4.0,66978,Vijayawada,Unfurnished,5319467
5810828,1,4.0,54333,Vijayawada,Fully furnished,5464660
5423396,1,4.0,40987,Vijayawada,Semi-furnished,4924639
5656930,1,4.0,72952,Vijayawada,Unfurnished,5153256
5894048,2,4.0,93169,Vijayawada,Fully furnished,5754252
5760033,2,4.0,16678,Vijayawada,Semi-furnished,5038094
6008719,2,4.0,73140,Vijayawada,Unfurnished,5425815
5398193,3,4.0,48895,Vijayawada,Fully furnished,5081924
5928521,3,4.0,64029,Vijayawada,Semi-furnished,5446991
6029050,3,4.0,42041,Vijayawada,Unfurnished,5245486
5852626,4,4.0,10777,Vijayawada,Fully furnished,5206763
5391867,4,4.0,96364,Vijayawada,Semi-furnished,5201678
5920636,4,4.0,94708,Vijayawada,Unfurnished,5464757
5548772,5,4.0,15426,Vijayawada,Fully furnished,4981574
5912997,5,4.0,65506,Vijayawada,Semi-furnished,5423434
5369630,5,4.0,54884,Vijayawada,Unfurnished,4775008
5545476,6,4.0,13022,Vijayawada,Fully furnished,4954513
5696466,6,4.0,2059,Vijayawada,Semi-furnished,4859527
5853501,6,4.0,67652,Vijayawada,Unfurnished,5228713
5541032,7,4.0,73426,Vijayawada,Fully furnished,5303382
6116101,7,4.0,94462,Vijayawada,Semi-furnished,5739653
5399714,7,4.0,66814,Vijayawada,Unfurnished,4850655
5648711,8,4.0,33394,Vijayawada,Fully furnished,5139333
6059091,8,4.0,77658,Vijayawada,Semi-furnished,5583221
5862128,8,4.0,57014,Vijayawada,Unfurnished,5151786
5737308,9,4.0,35057,Vijayawada,Fully furnished,5210188
5967694,9,4.0,39152,Vijayawada,Semi-furnished,5269067
6012933,9,4.0,91494,Vijayawada,Unfurnished,5469310
6197761,0,4.5,10361,Vijayawada,Fully furnished,5545375
6755188,0,4.5,65730,Vijayawada,Semi-furnished,6173530
6672736,0,4.5,37664,Vijayawada,Unfurnished,5789173
5847305,1,4.5,75593,Vijayawada,Fully furnished,5646402
6555840,1,4.5,13803,Vijayawada,Semi-furnished,5692490
5863705,1,4.5,88255,Vijayawada,Unfurnished,5435494
6630456,2,4.5,76804,Vijayawada,Fully furnished,6270189
5860664,2,4.5,36214,Vijayawada,Semi-furnished,5260815
5868019,2,4.5,66836,Vijayawada,Unfurnished,5300431
6027772,3,4.5,14236,Vijayawada,Fully furnished,5402634
6796994,3,4.5,24083,Vijayawada,Semi-furnished,5927093
6079445,3,4.5,74772,Vijayawada,Unfurnished,5507188
6507913,4,4.5,16314,Vijayawada,Fully furnished,5789214
6283166,4,4.5,56721,Vijayawada,Semi-furnished,5701859
6643997,4,4.5,60827,Vijayawada,Unfurnished,5865160
6428064,5,4.5,1906,Vijayawada,Fully furnished,5628887
6692377,5,4.5,93548,Vijayawada,Semi-furnished,6240190
6340651,5,4.5,40075,Vijayawada,Unfurnished,5487971
5834704,6,4.5,65420,Vijayawada,Fully furnished,5525283
6244896,6,4.5,66846,Vijayawada,Semi-furnished,5711993
6353955,6,4.5,7940,Vijayawada,Unfurnished,5295804
5873530,7,4.5,43319,Vijayawada,Fully furnished,5413738
6681458,7,4.5,69280,Vijayawada,Semi-furnished,6065846
6423916,7,4.5,37242,Vijayawada,Unfurnished,5517585
6616997,8,4.5,2264,Vijayawada,Fully furnished,5752182
5937120,8,4.5,29928,Vijayawada,Semi-furnished,5224264
6400373,8,4.5,35475,Vijayawada,Unfurnished,5478148
6284165,9,4.5,615,Vijayawada,Fully furnished,5466022
6202468,9,4.5,1996,Vijayawada,Semi-furnished,5258950
5804549,9,4.5,20009,Vijayawada,Unfurnished,4898693
7352045,0,5.0,30766,Vijayawada,Fully furnished,6616232
7828552,0,5.0,18408,Vijayawada,Semi-furnished,6773290
7843501,0,5.0,52222,Vijayawada,Unfurnished,6838133
7328391,1,5.0,19598,Vijayawada,Fully furnished,6520301
7136975,1,5.0,71737,Vijayawada,Semi-furnished,6530002
7589547,1,5.0,97637,Vijayawada,Unfurnished,6897460
7838246,2,5.0,3911,Vijayawada,Fully furnished,6824063
7110758,2,5.0,90528,Vijayawada,Semi-furnished,6611774
7281096,2,5.0,34824,Vijayawada,Unfurnished,6263821
7570692,3,5.0,8851,Vijayawada,Fully furnished,6629660
7666885,3,5.0,17629,Vijayawada,Semi-furnished,6609282
7666337,3,5.0,75785,Vijayawada,Unfurnished,6807780
7736654,4,5.0,79179,Vijayawada,Fully furnished,7174397
7592705,4,5.0,68824,Vijayawada,Semi-furnished,6847108
7364877,4,5.0,90650,Vijayawada,Unfurnished,6645802
7430208,5,5.0,13608,Vijayawada,Fully furnished,6525814
7024999,5,5.0,47896,Vijayawada,Semi-furnished,6257375
7345128,5,5.0,29861,Vijayawada,Unfurnished,6255268
7686033,6,5.0,94122,Vijayawada,Fully furnished,7203558
7063709,6,5.0,23351,Vijayawada,Semi-furnished,6131073
7227733,6,5.0,30622,Vijayawada,Unfurnished,6155918
7156509,7,5.0,62682,Vijayawada,Fully furnished,6581299
7260390,7,5.0,58517,Vijayawada,Semi-furnished,6489414
7151770,7,5.0,89863,Vijayawada,Unfurnished,6440594
7045130,8,5.0,54369,Vijayawada,Fully furnished,6432318
7872645,8,5.0,59128,Vijayawada,Semi-furnished,6972884
7596869,8,5.0,15597,Vijayawada,Unfurnished,6341077
7509471,9,5.0,29607,Vijayawada,Fully furnished,6645219
7779696,9,5.0,50543,Vijayawada,Semi-furnished,6837015
7653928,9,5.0,13865,Vijayawada,Unfurnished,6366332
1891064,0,1.0,44511,Agra,Fully furnished,2129917
1685175,0,1.0,5138,Agra,Semi-furnished,1578968
2474571,0,1.0,8418,Agra,Unfurnished,2080165
1588142,1,1.0,7081,Agra,Fully furnished,1653000
1946634,1,1.0,8890,Agra,Semi-furnished,1800647
2274994,1,1.0,15542,Agra,Unfurnished,1953247
1617795,2,1.0,31619,Agra,Fully furnished,1813950
1923298,2,1.0,55772,Agra,Semi-furnished,2053270
2023433,2,1.0,42970,Agra,Unfurnished,1906566
2283147,3,1.0,56696,Agra,Fully furnished,2486694
1960246,3,1.0,89439,Agra,Semi-furnished,2274831
1946883,3,1.0,42523,Agra,Unfurnished,1832644
1528939,4,1.0,12218,Agra,Fully furnished,1606459
1770123,4,1.0,12536,Agra,Semi-furnished,1651314
2409773,4,1.0,43909,Agra,Unfurnished,2201272
1992177,5,1.0,45004,Agra,Fully furnished,2163766
1935550,5,1.0,40065,Agra,Semi-furnished,1938830
2145055,5,1.0,15866,Agra,Unfurnished,1811240
1519714,6,1.0,97012,Agra,Fully furnished,2087843
1796290,6,1.0,21236,Agra,Semi-furnished,1704448
1757684,6,1.0,83021,Agra,Unfurnished,1894273
1941839,7,1.0,64470,Agra,Fully furnished,2220291
1643110,7,1.0,42883,Agra,Semi-furnished,1701786
1518214,7,1.0,14807,Agra,Unfurnished,1283413
2170919,8,1.0,78758,Agra,Fully furnished,2479283
2293590,8,1.0,46201,Agra,Semi-furnished,2232078
1851896,8,1.0,36377,Agra,Unfurnished,1669779
1524387,9,1.0,20293,Agra,Fully furnished,1601268
1880683,9,1.0,67785,Agra,Semi-furnished,2021256
1923259,9,1.0,82870,Agra,Unfurnished,1995827
2432913,0,1.5,78392,Agra,Fully furnished,2791682
2927367,0,1.5,84955,Agra,Semi-furnished,3076624
2684223,0,1.5,63092,Agra,Unfurnished,2600930
2780687,1,1.5,32620,Agra,Fully furnished,2785270
2578932,1,1.5,89853,Agra,Semi-furnished,2817264
3143053,1,1.5,76614,Agra,Unfurnished,3039126
2528922,2,1.5,76589,Agra,Fully furnished,2837672
3117273,2,1.5,83541,Agra,Semi-furnished,3200064
2323933,2,1.5,52404,Agra,Unfurnished,2228570
2573180,3,1.5,22169,Agra,Fully furnished,2536558
2527722,3,1.5,89054,Agra,Semi-furnished,2751502
2532938,3,1.5,10312,Agra,Unfurnished,2133222
2259046,4,1.5,65288,Agra,Fully furnished,2533965
2648132,4,1.5,7767,Agra,Semi-furnished,2350108
3048898,4,1.5,81308,Agra,Unfurnished,2961966
2970500,5,1.5,76367,Agra,Fully furnished,3159602
2758718,5,1.5,13145,Agra,Semi-furnished,2460844
2819279,5,1.5,2139,Agra,Unfurnished,2293257
3003287,6,1.5,55490,Agra,Fully furnished,3050570
2403842,6,1.5,66859,Agra,Semi-furnished,2489228
2697429,6,1.5,33218,Agra,Unfurnished,2372251
2287906,7,1.5,27977,Agra,Fully furnished,2303187
3094205,7,1.5,106,Agra,Semi-furnished,2631000
2252769,7,1.5,71354,Agra,Unfurnished,2235339
2415566,8,1.5,18612,Agra,Fully furnished,2339125
2347178,8,1.5,68183,Agra,Semi-furnished,2431840
3155163,8,1.5,25712,Agra,Unfurnished,2673402
3054103,9,1.5,10817,Agra,Fully furnished,2793184
2671699,9,1.5,59602,Agra,Semi-furnished,2629971
2904355,9,1.5,61214,Agra,Unfurnished,2675768
2920033,0,2.0,51956,Agra,Fully furnished,3047762
3448610,0,2.0,16495,Agra,Semi-furnished,3107858
3461317,0,2.0,92903,Agra,Unfurnished,3426472
3117120,1,2.0,65451,Agra,Fully furnished,3276402
3525735,1,2.0,46089,Agra,Semi-furnished,3337122
3072959,1,2.0,48782,Agra,Unfurnished,2841059
3168568,2,2.0,74791,Agra,Fully furnished,3363600
3695460,2,2.0,53247,Agra,Semi-furnished,3505850
3239862,2,2.0,26719,Agra,Unfurnished,2832204
3173428,3,2.0,15908,Agra,Fully furnished,3004190
2915068,3,2.0,83185,Agra,Semi-furnished,3051164
3156173,3,2.0,50238,Agra,Unfurnished,2896366
3726020,4,2.0,91619,Agra,Fully furnished,3890530
2846308,4,2.0,65175,Agra,Semi-furnished,2878096
3175105,4,2.0,5938,Agra,Unfurnished,2635712
3730581,5,2.0,3800,Agra,Fully furnished,3357265
3738256,5,2.0,78360,Agra,Semi-furnished,3660765
3114020,5,2.0,31618,Agra,Unfurnished,2730924
3239491,6,2.0,8923,Agra,Fully furnished,2985131
2868812,6,2.0,91264,Agra,Semi-furnished,3032634
3471758,6,2.0,81397,Agra,Unfurnished,3305788
3526430,7,2.0,12294,Agra,Fully furnished,3224908
2806886,7,2.0,23563,Agra,Semi-furnished,2566887
3029832,7,2.0,87225,Agra,Unfurnished,2977216
3087225,8,2.0,17292,Agra,Fully furnished,2893532
3707076,8,2.0,7491,Agra,Semi-furnished,3180607
3319980,8,2.0,14740,Agra,Unfurnished,2764424
3640388,9,2.0,55018,Agra,Fully furnished,3552418
3517884,9,2.0,23708,Agra,Semi-furnished,3116555
3405477,9,2.0,14847,Agra,Unfurnished,2823464
4103171,0,2.5,66997,Agra,Fully furnished,4109519
4082525,0,2.5,4960,Agra,Semi-furnished,3570780
3614706,0,2.5,69644,Agra,Unfurnished,3434629
3636062,1,2.5,57327,Agra,Fully furnished,3667812
3541161,1,2.5,11682,Agra,Semi-furnished,3168021
4238358,1,2.5,78167,Agra,Unfurnished,3974688
4007475,2,2.5,92224,Agra,Fully furnished,4164324
3635709,2,2.5,33210,Agra,Semi-furnished,3362827
3833530,2,2.5,94973,Agra,Unfurnished,3741662
3595715,3,2.5,21541,Agra,Fully furnished,3400818
4107748,3,2.5,22434,Agra,Semi-furnished,3665802
3449893,3,2.5,83524,Agra,Unfurnished,3356058
4129447,4,2.5,66239,Agra,Fully furnished,4085992
3900582,4,2.5,28837,Agra,Semi-furnished,3528488
4311407,4,2.5,31450,Agra,Unfurnished,3722826
3980866,5,2.5,39013,Agra,Fully furnished,3793771
3498557,5,2.5,96419,Agra,Semi-furnished,3602360
4384905,5,2.5,9628,Agra,Unfurnished,3640692
4322706,6,2.5,56273,Agra,Fully furnished,4160803
4389334,6,2.5,31633,Agra,Semi-furnished,3916265
3878779,6,2.5,39417,Agra,Unfurnished,3404525
4289052,7,2.5,97786,Agra,Fully furnished,4372958
3745624,7,2.5,81547,Agra,Semi-furnished,3690781
4176490,7,2.5,18175,Agra,Unfurnished,3505242
3809557,8,2.5,33001,Agra,Fully furnished,3590652
3880686,8,2.5,24899,Agra,Semi-furnished,3448943
4152037,8,2.5,51076,Agra,Unfurnished,3673086
4001248,9,2.5,25331,Agra,Fully furnished,3687984
3996047,9,2.5,81016,Agra,Semi-furnished,3867934
4005429,9,2.5,32049,Agra,Unfurnished,3431637
4988398,0,3.0,62175,Agra,Fully furnished,4813768
4912072,0,3.0,15926,Agra,Semi-furnished,4325214
4325864,0,3.0,46701,Agra,Unfurnished,3890897
4753035,1,3.0,45275,Agra,Fully furnished,4514078
4243974,1,3.0,17867,Agra,Semi-furnished,3792381
4311738,1,3.0,56407,Agra,Unfurnished,3927832
4595412,2,3.0,4236,Agra,Fully furnished,4131746
4508118,2,3.0,88063,Agra,Semi-furnished,4414872
4154454,2,3.0,82832,Agra,Unfurnished,3950555
4073725,3,3.0,88129,Agra,Fully furnished,4207754
4062907,3,3.0,15823,Agra,Semi-furnished,3615264
4050301,3,3.0,58435,Agra,Unfurnished,3710851
4054178,4,3.0,64416,Agra,Fully furnished,4039838
4602405,4,3.0,76979,Agra,Semi-furnished,4403798
4035857,4,3.0,88105,Agra,Unfurnished,3867316
4536707,5,3.0,49442,Agra,Fully furnished,4326018
4123791,5,3.0,25204,Agra,Semi-furnished,3700257
4675894,5,3.0,60229,Agra,Unfurnished,4202089
4302021,6,3.0,72611,Agra,Fully furnished,4267283
4579242,6,3.0,61783,Agra,Semi-furnished,4274092
4678902,6,3.0,72072,Agra,Unfurnished,4265554
4157095,7,3.0,44392,Agra,Fully furnished,3972028
4501712,7,3.0,33360,Agra,Semi-furnished,4031530
4415933,7,3.0,14502,Agra,Unfurnished,3699758
4375030,8,3.0,33855,Agra,Fully furnished,4073154
4561817,8,3.0,94556,Agra,Semi-furnished,4436790
4278624,8,3.0,8624,Agra,Unfurnished,3544643
4335679,9,3.0,34219,Agra,Fully furnished,4033857
4724529,9,3.0,49007,Agra,Semi-furnished,4283665
4374203,9,3.0,27074,Agra,Unfurnished,3721806
5177571,0,3.5,25939,Agra,Fully furnished,4772691
5492223,0,3.5,16493,Agra,Semi-furnished,4817736
5134322,0,3.5,55146,Agra,Unfurnished,4613334
5564765,1,3.5,94317,Agra,Fully furnished,5482714
5314249,1,3.5,69753,Agra,Semi-furnished,4984917
4700880,1,3.5,38863,Agra,Unfurnished,4158882
5381927,2,3.5,41694,Agra,Fully furnished,5010706
4889713,2,3.5,95535,Agra,Semi-furnished,4789980
4973439,2,3.5,76466,Agra,Unfurnished,4592547
4756272,3,3.5,16035,Agra,Fully furnished,4346228
4750452,3,3.5,55256,Agra,Semi-furnished,4426898
5331738,3,3.5,77646,Agra,Unfurnished,4876266
5249553,4,3.5,62342,Agra,Fully furnished,5008694
5135697,4,3.5,14465,Agra,Semi-furnished,4480348
4686442,4,3.5,72053,Agra,Unfurnished,4316472
5407564,5,3.5,41336,Agra,Fully furnished,4999067
4781472,5,3.5,46150,Agra,Semi-furnished,4377078
5194558,5,3.5,88532,Agra,Unfurnished,4811838
5419071,6,3.5,10843,Agra,Fully furnished,4815315
4794129,6,3.5,78600,Agra,Semi-furnished,4571903
5447091,6,3.5,67411,Agra,Unfurnished,4877139
5419505,7,3.5,5320,Agra,Fully furnished,4772524
5412556,7,3.5,27077,Agra,Semi-furnished,4747507
4923924,7,3.5,3467,Agra,Unfurnished,4064941
5132163,8,3.5,28698,Agra,Fully furnished,4672918
